accession	tissues	assay_name
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample13_S1R9_072116_Fr04
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample24_S1R26_082616_Fr05
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample02_S1R5_020116_Fr03
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample15_S1R13_042416_Fr03
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample12_S2R17_060616_Fr11
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample28_S2R14_051616_Fr01
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample3_121115_Fr10
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample15_S1R13_042416_Fr11
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample05_S1R11_020516_Fr11
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample03_S1R6_072416_Fr02
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample6_S2R13_122615_Fr08
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample2_120815_Fr05
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample27_S1R3_081316_Fr03
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample17_S1R15_051516_Fr11
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample06_S1R12_021016_Fr04
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample22_S1R21_062116_Fr01
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample5_S2R11_121815_Fr08
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample10_S2R6_061516_Fr07
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample7_S2R25_070716_Fr2
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample5_S2R11_121815_Fr09
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample02_S1R5_020116_Fr08
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample15_S2R9_061016_Fr07
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample17_S1R15_051516_Fr10
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample20_S1R18_071816_Fr04
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample04_S1R8_012616_Fr11
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample15_S2R9_061016_Fr02
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample20_S1R18_071816_Fr05
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample25_S2R10_042616_Fr09
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample21_S2R27_062316_Fr11
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample7_S2R25_070716_Fr8
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample25_S1R27_092116_Fr07
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample13_S1R9_072116_Fr02
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample17_S2R15_070816_Fr8
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample23_S1R24_071416_Fr03
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample19_S2R21_040216_Fr02
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample20_S1R18_071816_Fr12
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample26_S2R18_042916_Fr02
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample01_121115_Fr12
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample20_S1R18_071816_Fr11
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample21_S1R19_070816_Fr07
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample28_S2R14_051616_Fr08
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample27_S1R3_081316_Fr09
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample28_S2R14_051616_Fr06
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample01_121115_Fr06
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample24_S2R8_042216_Fr01
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample16_S2R12_031116_Fr08
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample06_S1R12_021016_Fr02
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample11_S2R16_062016_Fr05
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample12_S1R7_041516_Fr06
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample15_S2R9_061016_Fr11
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample25_S2R10_042616_Fr12
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample06_S1R12_021016_Fr10
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample20_S2R23_061716_Fr04
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample10_S2R6_061516_Fr12
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample01_121115_Fr04
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample18_S1R16_072616_Fr06
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample09_S1R22_022916_Fr04
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample6_S2R13_122615_Fr05
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample03_S1R6_072416_Fr09
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample06_S1R12_021016_Fr09
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample2_120815_Fr07
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample9_S2R28_020216_Fr11
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample22_S1R21_062116_Fr05
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample23_S2R7_041716_Fr07
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample27_S2R19_050416_Fr03
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample16_S1R14_050716_Fr04
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample1_S2R1_070416_Fr10
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample24_S1R26_082616_Fr11
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample14_S2R24_030316_Fr04
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample18_S2R20_040416_Fr08
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample9_S2R28_020216_Fr08
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample25_S1R27_092116_Fr10
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample25_S1R27_092116_Fr05
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample2_120815_Fr09
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample21_S2R27_062316_Fr08
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample15_S1R13_042416_Fr10
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample05_S1R11_020516_Fr05
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample28_S2R14_051616_Fr07
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample11_S1R2_031516_Fr02
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample26_S2R18_042916_Fr01
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample07_S1R20_021616_Fr03
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample07_S1R20_021616_Fr05
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample17_S2R15_070816_Fr4
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample25_S1R27_092116_Fr01
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	Instrument1_sample19_S1R17_072916_Fr03
PXD016999	['Artery','Spleen','Skeletal muscle','Colon','Heart','Ovary','Saliva','Skin','Liver','Lung','Stomach','Brain','Small intestine','Esophagus','Thyroid gland','Testis']	SecondInstrument_Sample2_120815_Fr08
